Date,current_pure_regime,regime_plus_trend,buy_and_hold
2018-01-04,128013.5539126967,131021.63353509031,125060.07069472103
2018-01-05,128366.54307857958,131382.917287635,125359.93602107334
2018-01-08,128644.56353959117,131667.47071064802,125596.03050196616
2018-01-09,128055.02607065481,131064.08021136651,125095.53745559629
2018-01-10,127742.08003403422,130743.78052689462,124829.69961298791
2018-01-11,128664.23647471433,131687.6059230336,125613.29289758415
2018-01-12,129683.4363650452,132730.75510879097,126478.5382622912
2018-01-16,129482.54315340187,132525.14128157412,126308.16566302575
2018-01-17,130157.4212348398,133215.87773849125,126880.62901658154
2018-01-18,129574.02905639634,132618.77693256107,126386.10299428986
2018-01-19,129683.34020399151,132730.65668813197,126478.8175610229
2018-01-22,130703.87529965586,133775.17245405645,127344.31086639216
2018-01-23,131312.09550324836,134397.68469739344,127859.60367920832
2018-01-24,131387.27784005104,134474.63367880826,127923.26074287543
2018-01-25,131381.03033190232,134468.23936587694,127917.97135765826
2018-01-26,132318.9478764455,135428.19622240696,128712.05402992459
2018-01-29,131247.3429866244,134331.41061746777,127805.62453617703
2018-01-30,129958.30893140397,133012.0866675013,126714.1188623531
2018-01-31,130653.04570362832,133723.14845737873,127303.1569841373
2018-02-01,130636.11209143359,133705.81693689837,127288.80964365492
2018-02-02,127623.02635536257,130621.92930894814,124352.92851125932
2018-02-05,124379.60284976967,127302.2914037408,121192.61157754491
2018-02-06,124680.96569445847,127610.73571288667,121486.2525712727
2018-02-07,123419.61379607183,126319.7443987801,120257.22042145622
2018-02-08,121165.87971438524,124013.05177201601,118061.23399841851
2018-02-09,121906.32995627697,124770.90121278906,118782.71160810722
2018-02-12,123125.04237640297,126018.25110046822,119970.19683537119
2018-02-13,123524.26788649039,126426.85766502158,120359.19294942303
2018-02-14,124517.06499494558,127442.98365280117,121326.55151612988
2018-02-15,125327.49277838631,128272.4549767599,122116.21362567057
2018-02-16,125385.29372583276,128331.61413860516,122172.53353353482
2018-02-20,124572.20311984382,127499.4174207376,121380.27683122014
2018-02-21,123674.11748874854,126580.22845328855,120505.20294001173
2018-02-22,124223.6602053977,127142.68439824098,121040.66466748301
2018-02-23,125860.76302091585,128818.25607481804,122635.81983028923
2018-02-26,126980.85489116993,129964.66801374563,123727.21147210714
2018-02-27,125614.0041573201,128565.69883842082,122395.38369426783
2018-02-28,124760.03916009924,127691.66725740582,121563.29992942409
2018-03-01,123923.71231070157,126835.68828777211,120748.40236833968
2018-03-02,124325.69653643684,127247.11839264282,121140.08651118646
2018-03-05,125015.16490622118,127952.7879824546,121811.88856248584
2018-03-06,125447.68628022622,128395.47280159203,122233.32739713215
2018-03-07,124675.9734945175,127605.62620556339,121481.38828698089
2018-03-08,124970.79561589377,127907.37609660494,121768.65615101787
2018-03-09,125895.62064589803,128853.93278893719,122669.78429478494
2018-03-12,126444.16735331864,129415.36932030293,123134.5592852971
2018-03-13,125787.9753189239,128743.75799766323,122578.89271064452
2018-03-14,125509.52665815683,128458.76631299959,122342.94060343671
2018-03-15,125590.72878055753,128541.87653374007,122411.76965155939
2018-03-16,125635.18287340217,128587.37521480783,122449.44692852432
2018-03-19,124222.87931582138,127330.42734038095,121252.49760294362
2018-03-20,124060.81555422972,127185.97696332299,121114.94235111725
2018-03-21,124815.98364464522,127859.18670023931,121756.01741633726
2018-03-22,123204.26077385574,126208.1675805085,120183.80725385642
2018-03-23,122119.91929173113,125097.38820785614,119126.04929267493
2018-03-26,124093.40822662365,127118.99379721453,121051.15652743277
2018-03-27,122876.35388795723,125872.26582722219,119863.93927425484
2018-03-28,121949.88588433419,124923.2091280074,118960.18439374243
2018-03-29,123439.4830558095,126449.12493858219,120413.26286861014
2018-04-02,122065.76916000289,125041.91781375826,119073.22669584655
2018-04-03,122879.11327052498,125875.09248772354,119866.63100829536
2018-04-04,123457.48675876894,126467.56759913548,120430.82519602269
2018-04-05,123860.41751736485,126880.3224209639,120823.87777653878
2018-04-06,122694.59471532644,125686.07509019249,119686.63607684209
2018-04-09,123111.58229967083,126113.22946450855,120093.4008684923
2018-04-10,124780.33985954557,127822.67386557917,121721.24746786868
2018-04-11,124904.76712855166,127950.13486018819,121842.6243003047
2018-04-12,124868.96475879186,127913.45957433329,121807.69965500903
2018-04-13,125088.48304887101,128138.33005338394,122021.83627413127
2018-04-16,125752.5973495832,128818.63646836048,122669.66926797412
2018-04-17,126586.62641003917,129673.00042272282,123483.25142184088
2018-04-18,126762.17788566461,129852.83210967567,123654.49910903267
2018-04-19,126195.97023265473,129272.81945501914,123102.17250110874
2018-04-20,125074.35893408855,128123.86157125355,122008.05842360899
2018-04-23,124994.70126518814,128042.26172752648,121930.35362780659
2018-04-24,123750.2696866614,126767.4890190285,120716.43031026165
2018-04-25,123896.88195435137,126898.0863209594,120840.79374302542
2018-04-26,125371.9800978062,128211.8515760884,122091.84835562423
2018-04-27,124666.74302868762,127584.71088740067,121494.64330071193
2018-04-30,124069.94171190637,127053.60642225921,120988.8903221695
2018-05-01,123848.92776974004,126856.79864814773,120801.47687624663
2018-05-02,123388.31440656717,126446.53769050252,120410.79911899322
2018-05-03,123497.86485621668,126544.16003531194,120503.76160547225
2018-05-04,124638.2457984114,127560.25609859785,121471.3558251051
2018-05-07,125247.55646828582,128102.51288687621,121987.72878712413
2018-05-08,125325.75244615448,128172.0593361857,122053.95553947492
2018-05-09,126363.7981011972,129233.68032544701,122933.03908778695
2018-05-10,128019.12248989179,130926.59923179512,124333.37175623182
2018-05-11,128251.27554890349,131164.0247814044,124529.43195363285
2018-05-14,128239.19355944196,131151.66839462885,124519.23076152793
2018-05-15,126882.33912820004,129763.99807725791,123373.58311367435
2018-05-16,127122.56422785953,130009.67899380239,123576.69790149559
2018-05-17,126804.51050577978,129684.4018680495,123307.84385111941
2018-05-18,126637.08283403153,129513.17170139198,123166.26923278732
2018-05-21,127401.39537522882,130294.8427503954,123812.67323142098
2018-05-22,126991.88658175664,129876.03349251238,123466.60932377502
2018-05-23,127744.26706037656,130645.50148665423,124102.6914979443
2018-05-24,127488.8777197343,130384.3119299692,123886.94452646395
2018-05-25,126970.85217948882,129854.52137227413,123449.21426075086
2018-05-29,127031.27476126593,129916.3162275662,123500.29835922839
2018-05-30,128622.0371483659,131543.2068473273,124845.12041734788
2018-05-31,128213.28000568501,131125.16631117894,124500.11675673483
2018-06-01,128876.57151726764,131803.52201477851,125060.18809379423
2018-06-04,128729.85756350395,131653.4760009289,124936.38865269259
2018-06-05,128922.62508455454,131850.62151702546,125099.07296720057
2018-06-06,129626.30105522789,132570.27886203394,125692.81778485376
2018-06-07,129952.760121423,132904.15222793433,125968.08103130136
2018-06-08,130249.09757018641,133207.21987624356,126217.86450595425
2018-06-11,130188.91671606575,133145.67223854977,126167.15298784107
2018-06-12,130047.95287712205,133001.50693192525,126048.36236263218
2018-06-13,129695.49287544859,132641.04211630378,125751.30133026822
2018-06-14,130505.14559862348,133469.08308035912,126433.93631933258
2018-06-15,129442.35091692155,132382.150982634,125538.59720893594
2018-06-18,129339.27582073693,132276.73492020153,125451.66978935474
2018-06-19,129193.61470892513,132127.76565968074,125328.8150820829
2018-06-20,128970.02854010671,131899.10156521335,125140.20844214957
2018-06-21,128349.60025900198,131264.58257045393,124616.72635673314
2018-06-22,129032.76373472753,131963.26155572178,125193.5042640006
2018-06-25,127314.76949822104,130206.24948978312,123744.04618739328
2018-06-26,127716.9883194669,130617.60321091881,124083.99229508301
2018-06-27,127572.26367211314,130488.89753460018,123961.72459336392
2018-06-28,128003.43678944769,130929.92839121452,124326.04641369222
2018-06-29,128403.69935707179,131339.3420025296,124664.1016206341
2018-07-02,128051.84041917315,130979.4386538511,124322.49013584078
2018-07-03,128235.83239158792,131167.63716146187,124477.82355801084
2018-07-05,129050.70299890765,132001.13783097884,125165.64134679707
2018-07-06,129819.32114306284,132787.3285856846,125813.88391467997
2018-07-09,130442.99277344621,133425.2589721948,126339.47426671718
2018-07-10,130790.01023530739,133780.21015609716,126631.73589504634
2018-07-11,129821.36718847802,132789.42140902134,125816.21721835238
2018-07-12,130763.4552136695,133753.0480175743,126610.15064685317
2018-07-13,130981.55148303045,133976.1305350913,126793.77595365443
2018-07-16,130445.36980861712,133427.69035257422,126342.43792118864
2018-07-17,130302.93317267677,133281.9972445475,126222.47571278509
2018-07-18,130163.97397642922,133139.86107953248,126105.42556799616
2018-07-19,129885.68290025163,132855.20754530135,125870.97871226055
2018-07-20,129449.5955991077,132409.15015385012,125503.49344988076
2018-07-23,129089.31722616445,132040.63487993638,125199.75800947682
2018-07-24,130060.24421357134,133033.75978441365,126018.6034177519
2018-07-25,131058.72511619377,134055.0685582975,126859.86686554278
2018-07-26,130472.0699950408,133455.0009747275,126366.07567451306
2018-07-27,129102.46451901822,132054.08275411115,125212.59429201005
