Date,current_shared_signal,asset_specific_signal,buy_and_hold
2017-09-27,119733.96796488269,121143.39787100353,117912.01553890255
2017-09-28,119984.84358341136,121397.22663311778,118126.84869257305
2017-09-29,120129.86446185429,121543.95460242694,118251.00103551087
2017-10-02,119948.9484045247,121338.66519399232,118072.91455403136
2017-10-03,120151.02115348756,121543.07913806912,118245.8817512131
2017-10-04,120300.44886782968,121694.23810730089,118373.75858394972
2017-10-05,120560.19001574711,121956.98859076464,118596.00312633078
2017-10-06,120514.26915952154,121910.53569998828,118556.7225124927
2017-10-09,120859.2093367905,122259.47232042818,118851.79835462141
2017-10-10,121148.92936615979,122552.54901773341,119099.54437607713
2017-10-11,121533.56970847427,122941.6457654498,119428.35626476
2017-10-12,121525.24356908373,122933.22316022227,119421.24155746355
2017-10-13,122073.17531206794,123487.50318681244,119889.45481032657
2017-10-16,122130.58886015925,123545.58192265892,119938.48654859977
2017-10-17,122081.00565384449,123495.42425016328,119896.14459615348
2017-10-18,121716.04047699773,123126.2306224582,119584.4633240312
2017-10-19,121828.4102351594,123239.90228565216,119680.46494115902
2017-10-20,121697.88923224172,123107.86907915499,119568.96946347556
2017-10-23,121543.62597299306,122951.81854086614,119437.17410888134
2017-10-24,121436.1084782918,122843.05535898267,119345.30095468361
2017-10-25,120962.86942911455,122364.33340844762,118940.87388631712
2017-10-26,120683.79074863736,122082.0213496624,118702.25332379922
2017-10-27,122114.07172109338,123528.87341763462,119925.55491552954
2017-10-30,122337.88874991413,123755.28356866993,120116.69039489386
2017-10-31,122325.74092164416,123742.99499684924,120106.31885649607
2017-11-01,122757.0829033559,124179.33446459117,120474.5935616174
2017-11-02,122742.8856260774,124164.97269904612,120462.47764895225
2017-11-03,122934.17706803049,124358.48042494417,120625.72763875409
2017-11-06,123614.85110238033,125047.04068211024,121206.50362541551
2017-11-07,123570.6557648444,125002.33330171434,121168.8216303597
2017-11-08,123731.73910603744,125165.28293875021,121306.17152221489
2017-11-09,123685.68536689568,125118.69562548917,121266.90984614378
2017-11-10,122924.21126502838,124348.39915912277,120617.7073694585
2017-11-13,123069.64993609748,124495.52286841614,120741.80277317663
2017-11-14,122928.44289713685,124352.67981850714,120621.33657723396
2017-11-15,122572.28438746846,123992.3948911654,120317.44599520045
2017-11-16,122699.22430690844,124120.80552410179,120425.79793787998
2017-11-17,122945.03799889429,124369.46718949113,120635.58849912517
2017-11-20,122712.56643149217,124134.30222923656,120437.23656250352
2017-11-21,123451.65686301353,124881.95569024072,121068.00721999636
2017-11-22,123895.542023371,125330.98366066988,121446.54153624884
2017-11-24,124027.6672930621,125464.63972081845,121559.16205365144
2017-11-27,123970.47604614231,125406.78586170312,121510.4203340286
2017-11-28,124563.24321614247,126006.42077418332,122015.64152290001
2017-11-29,123794.69635444523,125228.96960368306,121361.008192461
2017-11-30,124321.15202706672,125761.52474025889,121809.79605817371
2017-12-01,124700.12156626036,126144.88498348386,122132.67792346868
2017-12-04,124289.66451663077,125729.67241860539,121783.10733824891
2017-12-05,123912.30337712464,125347.93920982946,121461.58483860378
2017-12-06,123876.01671794195,125311.23213696103,121430.65528451622
2017-12-07,123557.79043247549,124989.31891286239,121159.3993079374
2017-12-08,123875.93228861372,125311.14672944286,121430.67441804196
2017-12-11,124138.83684119621,125577.09726846883,121654.77435653516
2017-12-12,124080.51420881087,125518.09891576656,121605.07385595217
2017-12-13,124717.32077782144,126162.28346342863,122147.77133680384
2017-12-14,124567.8631924073,126011.09427704153,122020.4858475846
2017-12-15,125344.43258009286,126796.66092173192,122681.95433867417
2017-12-18,125607.97743780348,127063.25918439864,122906.25592413488
2017-12-19,124798.5836057131,126244.48779449963,122217.57378993666
2017-12-20,124661.12995709275,126105.44162134445,122100.52082097705
2017-12-21,125270.57442938097,126721.94705770658,122619.58703221548
2017-12-22,125461.54917093158,126915.13441394226,122782.13774224726
2017-12-26,125558.21840875296,127012.92365210222,122864.4027226999
2017-12-27,126033.70785561766,127493.9220732123,123269.00094591505
2017-12-28,126291.8506811815,127755.05571631594,123488.54889377223
2017-12-29,126106.20864602504,127567.26285068935,123330.70425326549
2018-01-02,127181.51570477616,128677.30048383847,124382.34459887716
2018-01-03,128288.00452769251,129796.80274766522,125323.33227036195
2018-01-04,128651.42659317315,130164.49902855293,125632.04841080664
2018-01-05,129006.80263842961,130524.05465978454,125933.81846736817
2018-01-08,129286.27119240565,130806.81004995645,126171.04587758466
2018-01-09,128693.87068269908,130207.4423040079,125668.32736739505
2018-01-10,128379.37943769358,129889.25232011869,125401.2859091292
2018-01-11,129306.94351431892,130827.72549953095,126189.15270559915
2018-01-12,130331.8402371591,131864.67605668533,127058.87868339228
2018-01-16,130130.14112360013,131660.6047551371,126887.89264896359
2018-01-17,130809.75753231026,132348.21414831604,127464.13914755269
2018-01-18,130223.4981303174,131755.05973579257,126967.38688153453
2018-01-19,130333.63258136096,131866.48948068923,127060.7613569917
2018-01-22,131360.28374721733,132905.21511490515,127931.0834693452
2018-01-23,131971.60578782027,133523.72692831725,128448.79067999996
2018-01-24,132047.14713208596,133600.1567160986,128512.7253440174
2018-01-25,132040.9058744089,133593.8420548441,128507.44342931085
2018-01-26,132985.5606319506,134549.60691907047,129306.90034603122
2018-01-29,131909.2051351918,133460.59238015456,128396.82970250057
2018-01-30,130615.30266686897,132151.4722946569,127301.656274182
2018-01-31,131313.55143325456,132857.93318110544,127893.42543630318
2018-02-01,131296.5375943897,132840.719242084,127879.01612754828
2018-02-02,128274.53213314456,129693.91311922175,124935.67053598397
2018-02-05,125037.63813724309,126467.82177855405,121783.0297497982
2018-02-06,125345.3835420268,126715.69009868434,122082.7648403235
2018-02-07,124077.69634150574,125380.12888611994,120848.07430750136
2018-02-08,121829.83403917986,123110.28343555363,118658.72167963798
2018-02-09,122577.04419341928,123835.80262476414,119386.48267863582
2018-02-12,123805.10549880678,125110.72283513106,120582.57873992278
2018-02-13,124206.61690120981,125554.5145752972,120973.63919013747
2018-02-14,125207.13491686319,126588.33717629546,121948.11469272002
2018-02-15,126024.05671546207,127431.62141963051,122743.772809621
2018-02-16,126082.2028111322,127498.63191211382,122800.4054188443
2018-02-20,125265.07866835239,126604.15999259621,122004.55022458507
2018-02-21,124362.33313735964,125627.71737278666,121125.30228376332
2018-02-22,124914.94839685247,126216.44920916957,121663.533504295
2018-02-23,126564.27478003917,127911.79484437668,123269.92952219071
2018-02-26,127692.35199745347,129062.61378946714,124368.64398429247
2018-02-27,126319.8327076244,127629.3763205346,123031.85003972068
2018-02-28,125462.37598862471,126783.39006852372,122196.71208706289
2018-03-01,124624.018090141,125953.64835140768,121380.17583115604
2018-03-02,125028.61088981022,126369.72613652697,121774.23747285618
2018-03-05,125723.6226740889,127091.7214770654,122451.15877481141
2018-03-06,126158.6601758101,127571.66586789738,122874.87267251186
2018-03-07,125382.60422849999,126661.75101577866,122119.01670844575
2018-03-08,125679.37505095491,126967.2124409644,122408.06287437085
2018-03-09,126613.21225181395,127985.84475932321,123317.59319906283
2018-03-12,127164.9165761476,128543.5301916048,123784.8488478722
2018-03-13,126505.59900649426,127877.06486293973,123226.76816705108
2018-03-14,126225.94549294065,127594.37958440113,122989.8939722919
2018-03-15,126307.62773556849,127676.94735626817,123059.10106528614
2018-03-16,126352.32703459341,127722.13124698628,123096.97034389048
2018-03-19,124934.6189322666,126289.05356203215,121895.94243198329
2018-03-20,124771.71623753241,126124.38481515872,121757.73325492286
2018-03-21,125531.2539150202,126892.1567526282,122402.24656026735
2018-03-22,123918.27838532158,125206.24376861604,120829.47625546738
2018-03-23,122833.38942230756,124124.69516697992,119771.62936714385
2018-03-26,124827.42276514001,126201.69328055425,121715.95919152368
2018-03-27,123606.80935096284,124969.45913918252,120525.77093627033
2018-03-28,122674.9350422818,123940.19653076983,119617.12464033217
2018-03-29,124175.39092338656,125567.90841716863,121080.17997503087
2018-04-02,122799.33556857267,124113.67209758575,119738.42434392303
2018-04-03,123619.57242290101,124885.88480418576,120538.21587431978
2018-04-04,124202.83747918218,125471.83048663486,121106.9423946272
2018-04-05,124608.99370420922,125834.7156086315,121502.97472002245
2018-04-06,123442.38564390955,124715.6200508521,120365.4456746051
2018-04-09,123862.21680382549,125158.689099816,120774.81207179333
2018-04-10,125544.24396847455,126860.39474562068,122414.912822064
2018-04-11,125669.7752303748,127030.39746558329,122537.31507641046
2018-04-12,125634.62052087863,126922.62663697037,122503.03663749344
2018-04-13,125855.58533264975,127179.65524164174,122718.4936534001
2018-04-16,126524.63936322418,127862.39895793695,123370.87076155798
2018-04-17,127365.23149648131,128725.95210207399,124190.5101927168
2018-04-18,127541.83912317565,128876.57860567237,124362.71567615519
2018-04-19,126972.56189249213,128262.28792431834,123807.62831919752
2018-04-20,125844.94831773205,127066.23595921906,122708.12177801438
2018-04-23,125764.82110501616,126955.89150893062,122629.99182598125
2018-04-24,124515.0306965175,125695.4043624052,121411.35384572759
2018-04-25,124662.63154128214,125784.53653278369,121536.50317450587
2018-04-26,126148.31166202476,127139.5900692587,122796.00243944897
2018-04-27,125438.72736135573,126566.88821878532,122195.36977855516
2018-04-30,124839.08227581432,125990.74267141863,121687.42143419845
2018-05-01,124616.7206801635,125762.0070656066,121498.94499746876
2018-05-02,124153.90562894515,125294.93852597797,121106.56593765646
2018-05-03,124264.22333785146,125406.27010661349,121200.13983040971
2018-05-04,125414.04728900031,126566.66148169807,122175.3327100327
2018-05-07,126027.325745024,127185.57625572415,122694.84666178068
2018-05-08,126105.97261385809,127264.94592634312,122761.42687748068
2018-05-09,127151.84733535444,128230.47115616112,123646.76282349165
2018-05-10,128818.7543336368,129825.36809992032,125056.2904940936
2018-05-11,129052.51744884803,130042.66443848841,125253.6257089102
2018-05-14,129040.36075941291,130004.01511362304,125243.36585192586
2018-05-15,127675.72020596493,128631.09005593015,124091.63872807483
2018-05-16,127917.71133220974,128864.04076322165,124296.15873742169
2018-05-17,127597.6908965024,128548.2500796831,124025.7586058151
2018-05-18,127429.28660203585,128405.90886730612,123883.41944572979
2018-05-21,128199.20827503392,129135.29648907413,124534.28702201632
2018-05-22,127787.2557902041,128750.47166266637,124186.30814516406
2018-05-23,128544.45072777936,129489.24420131155,124826.18445848893
2018-05-24,128287.54055806797,129319.34604431194,124609.24636531273
2018-05-25,127766.34570944349,128869.35581287781,124169.0280935877
2018-05-29,127829.12233916219,128946.9193472292,124222.0795076043
2018-05-30,129432.45021279571,130412.33307349376,125576.93660426482
2018-05-31,129021.71037557017,130010.96459839973,125230.41070590378
2018-06-01,129690.57765390017,130656.6350760779,125794.943428
2018-06-04,129543.26809145491,130508.22821343759,125670.69587087345
2018-06-05,129737.2476017732,130703.65266562506,125834.33124322593
2018-06-06,130446.41556048897,131418.10317441102,126432.44767017284
2018-06-07,130774.96227376182,131749.09721266793,126709.34940864494
2018-06-08,131073.30713247758,132049.66442454414,126960.71439066884
2018-06-11,131012.75441177037,131988.6606502112,126909.71195448838
2018-06-12,130870.93312497147,131845.7829450571,126790.25130756613
2018-06-13,130516.3958191944,131488.60471191365,126491.57088068851
2018-06-14,131331.27503756474,132309.55391725857,127178.31020307975
2018-06-15,130261.77786243518,131232.09012109358,126277.72109318893
2018-06-18,130158.11614555244,131127.656234229,126190.33742098158
2018-06-19,130011.72718050229,130980.1768264592,126066.92315985102
2018-06-20,129786.77637914744,130753.55037992484,125877.24892979334
2018-06-21,129162.9985875515,130125.12610454988,125351.17247450748
2018-06-22,129850.55243163051,130817.80149644088,125931.40110666142
2018-06-25,128124.47952632717,129078.87117642359,124475.769326718
2018-06-26,128529.3020567639,129486.7092058832,124817.76415592589
2018-06-27,128384.68562704907,129341.0155369593,124695.64211751425
2018-06-28,128819.07060014516,129778.63621796058,125062.51448870337
2018-06-29,129221.92367374415,130184.49012021525,125402.60603435169
2018-07-02,128867.87471645618,129778.95574179129,125059.02144246963
2018-07-03,129053.22878014648,129965.6202373543,125215.4350855568
2018-07-05,129874.28299785887,130792.47921377925,125908.16347820444
2018-07-06,130648.88659468987,131572.5591687855,126561.16229634821
2018-07-09,131277.7788509492,132205.89762083194,127090.91495922243
2018-07-10,131627.13849486582,132557.72719717582,127385.01709754333
2018-07-11,130653.15256046383,131576.85529444597,126565.36839746588
2018-07-12,131602.50735048717,132532.92191344456,127365.06582657802
2018-07-13,131822.0134501072,132753.97989589613,127549.79475594398
2018-07-16,131282.39852585326,132210.54995630533,127095.77167070867
2018-07-17,131139.3016877065,132066.44144000133,126975.3078046153
2018-07-18,130999.49433604068,131925.64566646866,126857.59639072411
2018-07-19,130719.64920268509,131643.82206026564,126621.94675240622
2018-07-20,130280.77348699862,131201.8435438391,126252.2787821486
2018-07-23,129918.20584433107,130836.71258971505,125946.75142748909
2018-07-24,130895.77541246296,131821.19346205235,126770.8265218444
2018-07-25,131901.7229085317,132834.25289100714,127617.99768672478
2018-07-26,131311.40783562855,132239.7643585581,127121.35105996553
2018-07-27,129933.68612213794,130852.30231130228,125961.560137791
2018-07-30,129140.61035566255,130053.61959054074,125293.01134163442
2018-07-31,129680.24542789746,130597.06982055644,125748.27851827275
2018-08-01,128872.25916058404,129783.371183434,125066.9848328711
2018-08-02,129142.9883059891,130056.01435270208,125295.45021835358
2018-08-03,129720.5199174797,130637.62904613935,125782.68960704267
2018-08-06,129862.45853287878,130780.57115119431,125902.36777170376
2018-08-07,130388.6370786426,131310.4697186473,126345.96167954829
2018-08-08,130327.12686495793,131248.52463483947,126294.13289609634
2018-08-09,130323.82912204052,131245.20357725964,126291.35403198266
2018-08-10,130068.44740623358,130988.01634214852,126076.15428918047
2018-08-13,129086.1310930562,129998.7551658252,125248.18445763928
2018-08-14,129329.46525977456,130243.80967706387,125453.48831403018
2018-08-15,127901.76911747918,128806.01988754995,124249.22015021827
2018-08-16,128615.65787645595,129524.95575779425,124852.26529207853
2018-08-17,129135.98180511645,130048.9583166756,125291.48168536753
2018-08-20,129729.03594942567,130646.20528544993,125791.82808747179
2018-08-21,129903.08861211385,130821.48848040795,125938.58483192165
2018-08-22,130613.85663891528,131537.28155526,126537.78147917688
2018-08-23,129963.24082524687,130882.06596275672,125989.68408486944
2018-08-24,131205.96842097444,132133.57949939175,127037.27700887168
2018-08-27,131988.3944749617,132921.537215425,127696.03067988326
2018-08-28,131578.87090517007,132509.11836118263,127351.50411528727
2018-08-29,132488.01885282277,133424.69388006788,128116.66832110213
2018-08-30,132094.9736249532,133028.86986772623,127786.16660591064
2018-08-31,131901.92271111242,132834.45410616903,127623.77201068273
2018-09-04,131495.58785942066,132408.17136669785,127230.61635831304
2018-09-05,131450.49438468704,132362.76494183415,127192.6764469905
2018-09-06,130924.57910576729,131833.19979437068,126750.17180592995
2018-09-07,130924.99667725537,131833.62026381798,126750.52333428923
2018-09-10,131124.5519960084,132034.56050274702,126918.51690331243
2018-09-11,131669.9450880001,132583.73863991653,127377.55926326186
2018-09-12,132012.22769027285,132928.396694193,127665.49346397101
2018-09-13,132157.13260860986,133074.3072572117,127787.34882888367
2018-09-14,131951.8045922408,132867.554257964,127614.70636559388
2018-09-17,131691.79149881843,132605.73666551168,127396.03960596283
2018-09-18,131824.43565248977,132739.30137377308,127507.61989811309
2018-09-19,132132.7463819082,133049.75178933126,127766.93691486845
2018-09-20,133028.0757716091,133951.2947931003,128519.76016193921
2018-09-21,132737.17617521645,133658.3763443776,128275.37666461301
2018-09-24,133149.64085571442,134073.70354270513,128621.985516365
2018-09-25,133144.6239316488,134068.65180102902,128617.77131874522
2018-09-26,132873.26436660698,133795.40899208808,128389.82916962173
2018-09-27,132964.28204406038,133887.05833508,128466.30442310523
2018-09-28,132806.61233677217,133728.29439507407,128333.83835089393
2018-10-01,132983.30046423132,133906.20874368388,128482.30572002819
2018-10-02,133668.343974333,134596.0064772486,129057.8338168327
2018-10-03,132952.53808988567,133875.23287749468,128456.863215083
2018-10-04,131724.61274210733,132638.78568925924,127425.20746193874
2018-10-05,130924.68333706046,131833.30474903225,126752.32030367262
2018-10-08,130584.912078189,131491.1754669591,126466.28266447589
2018-10-09,131090.8492557003,132000.62386436327,126892.35222224545
2018-10-10,128498.30176239931,129298.05075887998,124382.83724434515
2018-10-11,127698.35751480365,128505.93905942232,123608.51311874526
2018-10-12,128484.715835578,129255.1377618586,124369.68643922593
2018-10-15,128012.99413689115,128778.12110505841,123913.0727527596
2018-10-16,129452.06004789262,130246.07080103041,125306.04914650957
2018-10-17,129406.81506685384,130191.47874564742,125262.25324387518
2018-10-18,128564.18905337679,129363.53011567074,124446.61433772088
2018-10-19,128527.7286308109,129327.03218701523,124411.32164712752
2018-10-22,128187.04736153387,128930.2700950404,124081.55150785334
2018-10-23,127780.26336368769,128493.67986194658,123687.79573751435
2018-10-24,125377.94362719578,126008.80504537388,121362.41601891338
2018-10-25,126757.46876084688,127404.64267918038,122697.75857068255
2018-10-26,125640.62592003035,126279.25014219276,121616.68528495416
2018-10-29,124672.86623250444,125259.62780466238,120679.9204090436
2018-10-30,125779.92345798857,126421.12206506685,121751.52148710439
2018-10-31,126658.2791066488,127306.72385463107,122601.74570167782
2018-11-01,127925.80121845745,128680.81649163655,123828.67239545018
2018-11-02,127467.99544905682,128172.97469486874,123385.52894745216
2018-11-05,127487.9372091061,128198.90224757956,123404.83202508475
2018-11-06,127863.60585354533,128563.36740890928,123768.4689854042
2018-11-07,129569.52351832096,130283.43496379525,125419.75056920586
2018-11-08,128887.0895430841,129588.47317373828,124759.17316928932
2018-11-09,128097.52945857336,128779.98936787987,123994.90062919052
2018-11-12,126497.90110048224,127169.38900375513,122446.50418358001
2018-11-13,125885.25470098459,126552.491123119,121853.47924588119
2018-11-14,125547.78684815866,126246.95419274848,121526.81960573388
2018-11-15,126526.13141615882,127233.38262352637,122473.83035608189
2018-11-16,127086.1822860216,127846.92313592939,123015.94426139639
2018-11-19,125996.36767941814,126762.94337965125,121961.03356623159
2018-11-20,124372.15038306155,125130.16672085802,120388.83570173586
2018-11-21,124868.89769723607,125634.80277658507,120869.6734986803
2018-11-23,123861.603862118,124622.33464411917,119894.64065052336
2018-11-26,125239.29998655965,125995.85090650439,121228.21277146428
2018-11-27,125309.83867884857,126048.5419173332,121296.49229393319
2018-11-28,127120.54941165289,127865.65839498429,123049.21069788093
2018-11-29,127359.08768904241,128132.64712019076,123280.1092181427
2018-11-30,127892.2374696593,128676.7785889042,123796.18360574005
2018-12-03,129605.57502544287,130511.55514709289,125454.64744084742
2018-12-04,127792.20413281678,128774.93770558006,123699.35407503934
2018-12-06,127683.84292521638,128678.53414220428,123594.46339349957
2018-12-07,126257.66263087452,127279.73627698854,122213.95992380995
2018-12-10,126229.08099954145,127253.46767664251,122186.2936873732
2018-12-11,126330.3007037209,127350.32431335868,122284.27158916798
2018-12-12,126403.5370657388,127415.24647123223,122355.1623820602
2018-12-13,126606.25741804052,127602.10720648756,122551.39013169291
2018-12-14,125048.31397869968,126029.89377937344,121043.34354591202
2018-12-17,123800.07931899383,124820.04324574104,119835.08657759795
2018-12-18,123453.5247687469,124501.95341900608,119499.63126318176
2018-12-19,122234.8336237665,123299.49356086011,118319.97160808758
2018-12-20,121027.96890541057,122125.70168322271,117151.7596101051
2018-12-21,119492.34109445308,120559.56034870146,115665.31394149699
2018-12-24,117733.03991089755,118842.12664920458,113962.35857339732
2018-12-26,121195.0684058641,122287.87178034574,117313.50735060798
2018-12-27,121769.26736291866,122895.75935589953,117869.31621688584
2018-12-28,121756.99725221231,122929.37969651927,117857.43908573293
2018-12-31,122313.53817484411,123511.08190289192,118396.155458246
2019-01-02,123120.40819660727,124426.8750034491,119177.18354358117
2019-01-03,121853.7247126159,123223.07047596443,117951.06861857053
2019-01-04,124132.11602887101,125454.38366161718,120156.48902010001
2019-01-07,124765.191282942,126096.12201224416,120769.28852959187
2019-01-08,125273.61998420215,126589.78825818114,121261.43358934626
2019-01-09,125848.65064452813,127189.29131596354,121818.04752161508
2019-01-10,125570.74846300317,126861.41974126971,121549.04582011103
2019-01-11,125514.91428587504,126826.43322219256,121494.99986564199
2019-01-14,125074.78735837503,126376.60849568946,121068.96905247754
2019-01-15,125729.52586155712,127017.79483578671,121702.7379938717
2019-01-16,125880.81780029541,127186.64142947903,121849.18444751637
2019-01-17,126415.8432409314,127723.17590427233,122367.07442264819
2019-01-18,126945.91188597311,128204.43760761402,122880.16635538412
2019-01-22,125973.93542935001,127262.54817777342,121939.31976246157
2019-01-23,125806.81421033014,127086.78640890603,121777.55099898126
2019-01-24,126144.2024645999,127446.6689276894,122104.13358990598
2019-01-25,127020.13485335906,128369.22128860769,122952.01215525494
2019-01-28,126406.84330060938,127759.05945754277,122358.36272687536
2019-01-29,126499.9931519932,127894.07349537448,122448.52923215285
2019-01-30,127946.12860661476,129375.26462120598,123848.34875053114
2019-01-31,129136.72162251807,130614.40438200622,125000.8101861319
2019-02-01,129762.83054475281,131216.15885970427,125606.86647717576
2019-02-04,129648.39261541156,131100.43923912433,125510.54231910886
2019-02-05,130557.29855581025,132019.5248182783,126275.67045224283
2019-02-06,130109.0256360434,131566.2312949658,125898.6514920501
2019-02-07,129461.77361337487,130911.7301263939,125354.0369546509
2019-02-08,129845.12752949647,131299.37756091834,125676.8111714313
2019-02-11,129617.93417369478,131069.63966647204,125485.59382745587
2019-02-12,130952.00703096131,132418.6539815469,126608.67328247371
2019-02-13,131177.36525009954,132646.53618601672,126798.1373516611
2019-02-14,131496.0626046072,132968.80291310404,127066.0138345962
2019-02-15,132751.42954522252,134238.2298145941,128120.86091276618
2019-02-19,133611.37716028717,135107.8087409757,128842.55774289127
2019-02-20,133644.51192338765,135141.31460949383,128870.34220073823
2019-02-21,132522.57388826838,134006.81100141956,127929.59511090424
2019-02-22,133463.40172864395,134958.17600204487,128719.35210922507
2019-02-25,133525.6776575907,135021.14941401122,128771.58018544673
2019-02-26,133801.58926195197,135300.151195624,129002.96100791825
2019-02-27,133519.0356032899,135014.43296948983,128766.0738586108
2019-02-28,132944.11075600467,134433.06903208906,128283.93569942279
2019-03-01,132919.2187596633,134407.89824834032,128263.04922876898
2019-03-04,133091.05626857138,134581.66031697186,128407.23881916112
2019-03-05,133130.80567450108,134621.85491153452,128440.58709902197
2019-03-06,132508.94165375116,133993.02608749224,127918.88652813896
2019-03-07,132390.82764407713,133873.5892149157,127819.73645069603
2019-03-08,132308.48917976985,133790.32856957178,127750.6098910682
2019-03-11,133440.4809609733,134934.99852449424,128701.04113627157
2019-03-12,134210.50448347875,135713.6462191431,129346.84496178813
2019-03-13,135078.40828911043,136591.27044448265,130074.19435914831
2019-03-14,134318.77346008818,135823.1277954521,129438.11362942077
2019-03-15,134992.41559477613,136504.31464216873,130002.60441975508
2019-03-18,135539.02578556386,137057.04680227677,130460.34832234649
2019-03-19,135587.78574371993,137106.35286618228,130501.15954988683
2019-03-20,136319.53341491846,137846.29602452833,131113.59075445126
2019-03-21,137287.75005729258,138825.35657848686,131923.36567735084
2019-03-22,136045.33391952308,137569.02552729883,130885.21789999995
2019-03-25,136034.403955623,137557.97314909915,130876.07407645434
2019-03-26,136642.65673295213,138173.03828540834,131384.93342908967
2019-03-27,136160.6426132839,137685.6256647566,130981.91845024435
2019-03-28,136173.47913099034,137698.60594993923,130992.65609764277
2019-03-29,136629.93090280838,138160.16992747603,131374.46976619767
2019-04-01,137210.59367820979,138747.33605710752,131859.9720450288
2019-04-02,137385.7637913492,138924.46805474258,132006.3539875438
2019-04-03,137110.16345521586,138645.78102752496,131776.0852361496
2019-04-04,137799.71216420102,139343.05260028475,132352.3659192204
2019-04-05,138294.15601742253,139843.03416603166,132765.32074020067
2019-04-08,138621.38774196676,140173.93084708796,133038.49412351387
2019-04-09,138202.2103463845,139750.05871438084,132688.6721441468
2019-04-10,138512.66335301648,140063.98875787389,132947.86133675097
2019-04-11,137985.96993031114,139531.39643128903,132508.2671607526
2019-04-12,137681.76813436206,139223.78761129727,132254.24478272605
2019-04-15,137580.71848998155,139121.60622288208,132169.8394017731
2019-04-16,137444.43717782083,138983.79857618528,132055.9945868927
2019-04-17,137519.39883703916,139059.599797098,132118.62312921873
2019-04-18,137694.97839280713,139237.14582307052,132265.30491187994
2019-04-22,138350.73921366275,139900.25108736023,132813.04617702743
2019-04-23,139227.37651986256,140786.7066274387,133544.82756917775
2019-04-24,138787.7158974901,140342.12185823015,133178.11806837024
2019-04-25,139057.21887733022,140614.64323948708,133402.9963822496
2019-04-26,138882.80263561136,140438.27355654308,133257.49700686347
2019-04-29,138442.60154401502,139993.14226491947,132890.21770478686
2019-04-30,138596.1342512961,140148.39452031636,133018.36998229232
2019-05-01,137535.74051655034,139076.12450148189,132133.39739694077
2019-05-02,136503.77593400714,138032.60203798357,131271.2848145953
2019-05-03,137659.8440194832,139201.61794893153,132238.02693917538
2019-05-06,137325.80510004415,138863.83783320477,131958.99859790012
2019-05-07,136361.71991424623,137888.9550076462,131153.4264795209
2019-05-08,136074.8884739125,137598.91108919293,130913.53430319251
2019-05-09,135986.57735101166,137509.61089218745,130839.65477260978
2019-05-10,136471.3844064259,137999.8477291344,131245.27017452708
2019-05-13,134811.96338508886,136321.84138913092,129857.55348609941
2019-05-14,135329.30445126633,136844.97661390377,130290.88262734441
2019-05-15,136354.56425526316,137881.71920613106,131149.22048329888
2019-05-16,136626.15280135456,138156.34951173398,131376.3688631679
2019-05-17,135764.22720132192,137284.77044718727,130655.66748212244
2019-05-20,134959.5256222006,136471.05630580054,129982.25693470011
2019-05-21,135585.3715516988,137103.91163549692,130506.40033530745
2019-05-22,135216.23677078253,136730.64258880602,130197.43759907446
2019-05-23,134222.1682722989,135725.44064101507,129365.1142782544
2019-05-24,134466.00949320002,135972.01285467582,129569.47725031107
2019-05-28,133543.02875825219,135038.69484494271,128796.11140902633
2019-05-29,132997.1180072534,134486.6699582663,128338.28026091777
2019-05-30,133599.29079421287,135095.58700903467,128843.56626656339
2019-05-31,132981.4814976356,134470.85832159498,128325.46436861595
2019-06-03,133307.17329108447,134890.45586535885,128639.75287077946
2019-06-04,134975.39152509364,136629.9096154003,130249.56257613475
2019-06-05,135121.63891758822,136747.48484161764,130372.28162166232
2019-06-06,136338.83487828862,137946.7341536589,131393.5103511073
2019-06-07,137820.32069392782,139365.77028790867,132635.0311358045
2019-06-10,137861.6071663559,139358.79133714127,132669.5816826035
2019-06-11,137849.07233549544,139346.12037737056,132659.0923305837
2019-06-12,137455.60432053846,138948.37927945878,132329.82793803836
2019-06-13,138353.2700923439,139855.79374788707,133081.29875856137
2019-06-14,138112.1782391294,139612.08362470055,132879.6422252254
2019-06-17,138667.2285549112,140173.16181556563,133344.00884006187
2019-06-18,140061.96396047162,141583.04411963213,134510.26421201607
2019-06-19,140318.38459978322,141842.2495003241,134724.4005405749
2019-06-20,142377.38002523256,143923.60572238726,136443.45337578087
2019-06-21,142600.39024076224,144149.03784037026,136629.29313023304
2019-06-24,142980.47969831506,144533.25508905383,136945.9661700291
2019-06-25,141968.50095046245,143510.28619975722,136103.12440795856
2019-06-26,141720.79900947932,143259.89420290766,135896.6302982639
2019-06-27,141826.88344627505,143367.13072216348,135985.086631073
2019-06-28,142451.53355045206,143998.56455871873,136505.88749861548
2019-07-01,142449.9402597924,143996.95396484027,136504.5598552677
2019-07-02,143258.1394946823,144721.65817971795,137178.01004893365
2019-07-03,144372.10776286814,145847.0066974364,138105.56611828058
2019-07-05,143321.35705426097,144785.521567031,137231.52928141135
2019-07-08,142893.34302446528,144353.13496523158,136875.15762476742
2019-07-09,143180.14650324985,144642.86841540635,137114.0483065991
2019-07-10,144469.57642381763,145945.47109382544,138187.78811428646
2019-07-11,143824.83327918046,145294.14128233254,137651.5197734404
2019-07-12,144434.40599962138,145909.94137016352,138158.8313985128
2019-07-15,144507.86686630046,145984.15270973986,138219.93491421337
