date,daily_portfolio_return,equity
2026-08-25,-0.00033947936187257445,99966.05206381273
2026-08-25,0.0005791060636569867,100023.94301072274
2026-08-27,-0.006383989266703538,99385.39123212891
2026-08-28,0.0020358397548949857,99587.72396265509
2026-08-29,-0.008496576814690626,98741.56921620618
